,Carbohydrates,Energy (kCal),Fat,Protein,barcode,ingredients,name
12730,53.0,565.0,36.0,6.7,4013900965474,"['sucre', 'beurre de cacao', 'poudre de lait entier', 'cacoa en pâte', 'émulsifiant', 'lécithines', 'soja', 'extrait de vanille', 'peut contenir des traces de noisettes et de arachides']",Riegelein Confiserie Minis
12731,31.0,249.0,8.0,12.0,7613356078949,"['fond de pat précuit', 'farine de froment', 'eau', 'levain sec', 'seigle', ""huile d'olive"", 'sel de cuisine iodé', 'levure', 'sauce tomate', 'purée de tomates', 'sel de cuisine iodé', 'fromage', 'mozzarella', 'lait suisse', 'sel de cuisine', 'salami', 'viande de porc', 'viande de bœuf', 'couennes', 'sel de cuisine iodé', 'épices', 'dextrose', 'sirop de glucose', 'sucre', 'antioxydant e 300', 'e 301', 'conservateur e 252', 'origan 0']",Coop Betty Bossi  Pizza Salami
12732,1.0,164.0,12.0,13.0,7617100242402,"['filets de harengs', 'huile de colza', 'sel de cuisine', 'antioxydant', 'acide citrique', 'acidifiant', 'e 575', 'conservateur', 'e 211']",Msc Matjesheringsfilet
12733,2.1,50.0,2.3,4.0,5411188104971,"['eau', 'fèves de soja décortiqueés', '7', 'sucre', 'citrate tricalcique', 'stabilisant', 'pectine', ""correcteurs d'acidité"", 'citrate de sodium', 'acide citrique', 'arôme', 'sel marin', 'antioxygènes', 'extrait riche en tocophérols', ""esters d'acides gras de l'acide ascorbique"", 'vitamines b12', 'd2', 'ferments de yaourt', 's', 'thermophilus', 'l', 'bulgaricus']",alpro Natur Natural SOYA with yoghurt cultures
12734,88.0,359.0,0.8,0.0,7617027010481,"['glucose', 'acidifiant', 'acide tartrique', 'anti', 'agglomérants', 'e470b et e551', 'jus de framboise en poudre 0', 'arôme', 'vitamine c', 'huile de palme et de coco', 'colorant', 'e120']",M Classic Traubenzucker mit Himbeergeschmack
12735,49.0,320.0,10.0,8.0,7617027888929,"['farine de blé', 'eau', ""huile d'olive extra vierge"", 'sel de cuisine', 'levure', ""malt d'orge"", 'agent de traitement de la farine', 'acide ascorbique', 'peut contenir', 'lait', 'poissons']",Anna's Focaccia classica
12736,,,,,7610807023244,"['cynorrhodon', 'amérique du sud', ""fleurs d'hibiscus"", 'afrique', ""tous les ingrédients agricoles sont issus de l'agriculture biologique""]",
12737,53.0,567.0,36.0,7.7,4104420175006,"['sucre de canne brut', 'beurre de cacao', 'lait entier en poudre', 'farine de riz', 'extrudée', 'farine de riz', ""farine de malt d'orge"", 'sel marin', 'yaourt écrémé en poudre', 'extrait de vanille bourbon', ""de l'agriculture biologique"", 'cacao', 'au moins  dans le chocolat', 'composants lactés', ""peut contenir des traces d'amande"", 'noisette et pistache']",Alnatura Weiße Crisp
12738,12.4,417.0,22.6,22.8,4104420142008,"['graines de lin doré', 'graines de lin brun concassées', 'son de', 'blé', 'morceaux de prunes séchées', 'morceaux de dattes séchées', 'farine de riz']",Alnatura Leinsamen Pflaume & Dattel
12739,1.5,18.0,0.0,3.0,7613312035733,"['eau', 'bisglycinate de magnésium', 'extrait de mélisse 1', 'acidifiant', 'acide citrique', 'conservateurs', 'e202 et e211', 'épaississant', 'e415', 'édulcorant', 'acesulfame', 'k', 'arômes', 'oranges', 'fleurs de sureau', 'cynorrhodons', 'vitamine b1', ""essence de fleurs d'oranger"", 'essence de lavande']",actilife Gute-Nacht-Tropfen
12740,38.0,587.0,43.0,10.0,7616500644427,"['amandes entières', 'en éclats et moulues  sucre', 'beurre de cacao', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant', 'lécithine de soja', 'arôme', 'caramel', ""peut contenir des noisettes et des traces d'autres fruits à coque"", 'noix']",Frey Suprême Blanc Amandes
12742,63.0,419.0,15.0,6.0,7610809043486,"['fourrage', 'sucre', 'farine de soja', 'farine de riz', 'farine de froment', 'dextrose', 'huile de colza', 'humectant', 'e 420', 'eau', ""amandes d'abricots"", 'arôme', 'sel de cuisine', 'émulsifiant', 'e 471', 'acidifiant', 'e 270', 'arôme', 'avec du lait', 'vitamines', 'a', 'd', 'eau', 'sirop de glucose et fructose', 'amandes', 'farine de soja', 'poudre à lever', 'e 450', 'e 500', 'arôme', 'sel de cuisine', 'protéines lactiques', 'lait en poudre', 'émulsifiant', 'e 471', 'e 473', 'e 322 de soja']",coop Qualité & Prix Rondellen mit Mandelaroma
12743,54.5,453.0,22.8,5.9,5060042641413,"['pomme de terre', 'huile de tournesol', 'sucre', 'arôme naturel', ""poudre d'oignon"", 'sel', 'tomate en poudre', 'ail en poudre', 'piment de cayenne', 'persil séché', 'piment jalapeño moulu', 'poivre blanc', 'colorant', 'extrait de paprika', 'gingembre moulu', 'anis étoilé moulu', 'basilic séché piment rouge moulu']",Tyrrells Hand Cooked English Crisps sweet chilli & red pepper
12744,23.0,107.0,0.7,1.2,5021047104556,"['eau', 'piments marinés', 'piments rouges', 'sel de cuisine', 'sucre de canne', 'ail', 'sel de cuisine', 'épaississant', 'gomme xanthane', 'amidon modifié de maïs', 'acidifiant', 'acide acétique', 'colorant', 'extrait de paprika', 'peut contenir gluten', 'poisson', 'soja', 'graines de sésame et mollusques']",Thai Kitchen Authentic Thai Cuisine Hot Chilli Sauce
12745,51.0,413.0,19.0,8.0,8005190401585,"['farine de blé', 'œufs', ""d'élevage au sol"", 'sucre', 'chocolat en gouttes', 'sucre', 'cacao en pâte', 'beurre de cacao', 'émulsifiant', 'lécithine de soja', 'arôme naturel de vanille', 'poires confites', 'poires', 'sirop de glucose et de fructose', 'sucre', 'beurre', 'lait entier', 'levure', 'contient blé', 'eau', 'émulsifiant', 'e 471', 'fructose', 'sel de cuisine', 'arômes naturels', 'peut contenir', 'amandes', 'noisettes']",Maina Panettone Pere e Cioccolato
12746,2.5,390.0,43.0,0.0,7613356092402,"['eau', ""huile d'olive"", 'huile de colza', 'vinaigre de vin blanc', 'moutarde', 'eau', 'graines de moutarde', 'vinaigre de  table', 'sel de cuisine', 'sucre', 'épices', 'sucre', 'jus de citron', 'sel de cuisine iodé', 'oignons', 'ail', 'épaississants', 'e 401', 'e 415', 'curcuma', 'poivre']",Coop Olivenöl-Dressing
12747,14.0,637.0,53.0,21.0,7610200010490,"['amandes', ""peut contenir des cacahuètes et d'autres fruits à coque"", 'noix', 'malgré tout le soin apporté à son élaboration ce produit peut contenir des fragments de coques']",M Classic Mandeln geschält
12748,57.0,481.0,25.0,6.0,7617400037364,"['farine de blé', 'huiles végétales', 'palme', 'colze', 'tournesol', 'sucre', 'fructose', 'noisettes', 'humectant', 'e422', 'lait écrémé en poudre', 'jus de framboise 0', 'sel de cuisine', 'sirop de sucre inverti', 'gélifiant', 'pectine', 'beurre', 'concentrés de fruits et de légumes', 'carotte', 'cassis', ""correcteurs d'acidité"", 'e333', 'e331', 'arômes naturels', 'lait concentré', 'poudres à lever', 'e503', 'e500', ""malt d'orge"", ""peut contenir d'autres fruits à coque"", 'des œufs et du sésame']",Tradition NUSSHÖRNLI
12749,5.0,66.0,3.5,2.0,7613269284321,"['haricots verts', 'eau', 'vinaigre de blanc', 'oignons', 'huile de colza', 'condiment en poudre', 'moutarde', 'ail', 'fines herbes', 'sucre', ""préparation d'épices"", 'amidon de maïs modifié', 'sel de cuisine', 'bouillon de légumes', ""extraits d'épices""]",Anna's Best Bohnensalat
12750,,,,,7616600700634,"['yogourt à la crème', 'lait écrémé', 'crème 21', 'protéines du lait', 'préparation de mandarines', 'mandarine 12', 'sucre', 'épaississant', 'pectine', 'arômes', 'sucre 5', 'arôme vanille']",
12751,,,,,7616600703529,"['séré quart', 'gras', 'sucre', 'jus de framboise à partir de concentré', 'amidon modifié de maï cireux', 'aliment colorant', 'jus de betterave concentré', 'arôme']",
12752,57.0,550.0,32.0,7.0,7617400038644,"['sucre', 'farine de blé', 'noisettes', 'beurre de cacao', 'lait entier en poudre', 'amidon de blé', 'pâte de cacao', 'huile de tournesol', 'beurre', 'sirop de sucre inverti', 'lait écrémé en poudre', 'sirop de glucose', 'fructose', 'sel de cuisine', 'émulsifiant', 'lécithines de soja', 'arôme naturels', 'lait concentré', 'poudres à lever', 'e503', 'e500', ""malt d'orge"", 'peut contenir des œufs', 'des amandes et du sésame']",MIDOR petit beurre Milch-Nuss
12753,65.0,340.0,2.0,,7617027009508,"[""flocons d'épeautre"", 'épeautre soufflé', 'épeautre', 'sucre de canne brut', 'sel de cuisine', 'caramel', 'miel', ""flakes d'épeautre"", 'épeautre', 'sucre de canne brut', 'sel de cuisine', 'miel', 'glucose']",MIGROS BIO Dinkelmischung
12754,67.0,361.0,3.0,14.0,7610849860685,"['semoule de blé dur', 'œuf entier 13', ""œufs d'élevage en plein air""]",coop Qualité & Prix GALA Spiralen
12755,17.0,404.0,37.0,1.7,8715700413396,"['huile de tournesol', 'vinaigre', 'tomate', 'sucre', 'lactosérum en poudre', 'lait', 'eau', 'sel', 'échalotes 1', 'amidon modifié', 'persil', 'colorant', 'extrait de paprika', 'mélasses', 'vinaigre de malt', 'orge', 'tamarin', 'anchois', 'poisson', 'oignon', 'ail', 'épices', 'contiennent de la moutarde', 'arômes', ""contiennent de l'oeuf"", 'épasississant', 'gomme xanthane']",HEINZ AMERICAN SAUCE
12756,0.0,822.0,91.3,0.0,8002210127807,"[""huile d'olive extra vierge""]",FILIPPO BERIO OLIO EXTRA VERGINE DI OLIVA IL CLASSICO
12757,26.0,170.0,6.0,2.5,7617400044034,"['petit', 'lait', 'lait écrémé', 'sirop de glucose', 'fructose', 'sucre', 'graisse de coco', 'produits laitiers en poudre', 'glucose', 'cacao maigre', 'pâte de cacao 0', 'émulsifiants', 'e 471 et lécithines de soja', 'extrait de vanille', 'stabilisants', 'farine de graines de caroube et farine de graines de guar', 'arôme', 'colorants', 'e 101 et bêta', 'carotène']",M Classic Vanille-Schokolade
12758,2.0,157.0,9.0,17.0,76102455,"['eau', 'fèves de soja']",Migros Bio Soja Line Tofu Nature
12759,8.0,46.0,0.5,1.5,7610200340207,"['épis de maïs', 'thaïlande', 'eau', 'vinaigre de céréales', 'sucre', 'sel de cuisine', 'exhausteur de goût', 'glutamate monosodique', 'arôme']",Condy Maiskölbchen
12760,11.0,57.0,0.8,0.5,7614200112482,"['purée de pommes', 'purée de poires', 'antioxydant', 'acide ascorbique', ""d'agriculture biologique contrôlée""]",Hero Baby Little Smoothie bio
12762,9.0,65.0,0.5,3.5,7610818165018,"['légumes', 'petits pois', 'carottes courtes', 'eau', 'sel de cuisine iodé']",coop Qualité & Prix  Erbsen mit Karotten fein
12763,20.0,81.0,0.5,0.5,7617400050295,"['infusion de thé noir', ""cynorrhodons et fleurs d'hibiscus"", 'eau', 'sucre', 'sirop de glucose et fructose', 'jus de citron concentré', 'stabilisants', 'farine de graines de guar et e 407', 'extrait de thé', ""arôme naturel d'agrumes""]",MIDOR ICE TEA Zitrone
12764,58.0,429.0,16.0,11.0,7613269188216,"['chocolat au lait', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'cacao en pâte', 'émulsifiant', 'lécithine de soja', 'arôme naturel', 'sirop de glucose', 'crispies de céréales', 'farine de riz', 'farine de blé', ""farine d'avoine"", 'sucre', 'lait écrémé en poudre', ""malt d'orge"", 'sel de cuisine', 'glucose', ""flocons d'avoine"", 'graines de soja', 'cornflakes', 'maïs', 'sel de cuisine', ""malt d'orge"", 'sucre', 'miel', 'crispies avec cacao 2', 'farine de blé', 'sucre', 'cacao fortement dégraissé', 'sel de cuisine', 'graisse de palme']",M Budget GETREIDERIEGEL Milchschokolade
12766,,,,,7610700625002,"['menthe poivrée', 'hysope', 'thym citronnée', 'verveine odorante', 'sauge', 'camomille', 'thym', 'arôme naturel', 'ortie']",Ricola Kräuter Schweizer Kräutertee Wohltuend und lindernd
12767,23.0,422.0,29.0,17.0,7617027848602,"['fromage vaudois', 'farine de froment', 'margarine végétale non hydrogénée', 'huile de palme', 'huile de colza', 'eau', 'amidon de froment', 'émulsifiants', 'e471 et e475', 'acidifiant', 'acide citrique', ""poudre d'œufs d'élevage au sol"", 'sel de cuisine iodé', 'conservateur', 'e 202']",Eclair Käsekuchen
12768,62.0,444.0,16.0,11.0,7610200225986,"['farine de blé', 'margarine végétale', 'huiles de palme et de tournesol', 'eau', 'émulsifiant', 'e471', 'sel de cuisine', 'acidifiant', 'acide citrique', 'lait écrémé en poudre', 'sel de cuisine', 'levure', 'sucre', 'dextrose', 'émulsifiant', 'e472e', ""farine de malt d'orge"", 'agent de traitement de la farine', 'acide ascorbique']",PARTY FLÛTES GESALZEN
12769,26.3,235.0,13.8,7.1,5034444113151,"['farine de pois chiches', 'mie de pain', 'farine de blé', 'eau', 'sel de cuisine', 'levure', 'condiment', ""correcteur d'acidité"", 'e 500', 'farine de blé', 'cumin oriental', 'zwieback', 'de blé', 'oignon en poudre', 'ail en poudre', 'sel de cuisine', 'persil', 'extrait de levure', 'dextrose', 'curry en poudre', 'coriandre', 'curcuma', 'fenugrec', 'moutarde', 'cumin oriental', 'poivre', 'sel de cuisine', 'gingembre', 'zwieback', 'de blé', 'cardamome', 'farine de blé', 'ail en poudre', ""extraits d'épices"", 'oignons', 'persil']",Al'fez Authentic FALAFELMIX AUF BASIS VON KICHERERBSEN
12770,1.5,229.0,19.0,13.0,7610011005890,"['viande de veau', 'eau', 'lard', 'viande de porc', 'couennes', 'protéines de lait', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e 250', 'épices', 'sucre', 'glucose', 'stabilisant', 'e 452', 'sucre', 'glucose', 'extrait de levure', 'antioxydants', 'e 300', 'e 330', 'gélatine', 'boeuf', 'arômes']",Bell Kalbfleisch Pastete
12771,19.0,81.0,0.5,0.7,7617027051415,"['aprikosen', 'südafrika', 'wasser', 'zucker', 'aprikosenpüree', 'festigungsmittel', 'e 509']",Sun Queen Aprikosen Hälften
12772,53.0,288.0,2.8,11.0,8001665701518,"['semoule de blé dur', 'oeufs', 'eau']",RANA FETTUCCINI
12773,13.0,,0.5,0.5,7613035604056,"['pommes 85', 'mangues', 'vitamine c']","Nestlé NaturNes Apfel, Mango"
12774,65.0,512.0,24.0,8.0,7617400035810,"['farine de blé', 'huiles végétales', 'palme', 'colza', 'tournesol', 'sucre', 'lait écrémé en poudre', 'amandes', ""blanc d'oeuf en poudre"", ""d'élevage au sol"", 'sel de cuisine', 'beurre', 'noisettes', 'sirop de glucose', 'fructose', 'arômes', 'poudre à lever', 'e 500', 'farine de riz', 'pâte de cacao', ""malt d'orge"", 'émulsifiant', 'lécithines de soja']",M Budget GEBÄCKROLLE
12775,,,,,8004275059888,"['vin', 'antioxidant', 'anhydride sulfureux', 'contient des sulfites', 'aciditè']",Cirio Red Wine Vinegar
12776,0.8,4.0,0.5,0.5,7613312034521,"['sel marin', 'sucre', 'extrait de levure', 'légumes déshydratés', 'oignons', 'poireaux', 'carottes', 'tomates', 'céleri', 'panais', 'ail', 'maltodextrine', 'sel de cuisine iodé', 'fécule de pommes de terre', 'extrait de légumes 1', ""huile d'olive"", 'herbes séchées', 'arômes', 'sauce de soja en poudre', 'graines de soja', 'farine de maïs', 'sel de cuisine', 'épices']",Bon Chef PREMIUM Bouillon Gemüse
12777,51.0,336.0,12.0,,7616700201253,"['sucre', 'carottes', 'margarine végétale', 'huile de palme', 'huile de colza', 'eau', 'émulsifiant', 'e471', 'oeuf entier', ""d'élevage au sol"", 'noisettes', 'préparation aux abricots', 'sucre', 'sirop de glucose', 'eau', ""purée d'abricots"", 'acidifiant', 'acide citrique', 'gélifiant', 'pectines', 'huile de tournesol', 'conservateur', 'e202', 'arômes', 'amidon de blé', 'farine de blé', 'massepain', 'sucre', 'amandes', 'humectants', 'sorbitols et invertase', 'sirop de glucose', 'eau', 'colorants', 'e160e', 'e141', 'protéines du lait', 'contient lactose', 'décor', 'sucre', 'riz', 'sucre caramélisé', 'semoule de blé dur', 'glucose', ""blanc d'oeuf en poudre"", ""d'élevage au sol"", 'poudres à lever', 'e500', 'e450', 'arômes', 'amidon de maïs cireux modifié', 'émulsifiants', 'e471', 'e475', 'sel de cuisine iodé', ""farine de malt d'orge""]",MIGROS Rüebli-Torte
12778,62.0,425.0,14.0,11.0,7613269199489,"[""extrait de malt d'orge séché 25"", 'chocolat 21', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant', 'lécithine de soja', 'arôme naturel', 'lait entier en poudre', 'sucre', 'lait écrémé en poudre', 'cacao fortement dégraissé', 'phosphate de magnésium', 'miel', 'émulsifiant', 'lécithine de soja', 'acidifiant', 'acide citrique', 'diphosphate ferreux', 'arôme', 'vitamine', 'a', 'd', 'e', 'c', 'thiamine', 'riboflavine', 'niacine', 'b6', 'acide folique', 'b12', 'biotine', 'acide pantothénique']",M Classic Sportvit
12779,,,,,7616700140958,"['eau', 'farine de blé', 'crème en poudre', 'sucre', 'crème en poudre', 'amidon de pommes de terre modifié', 'graisse de palme', 'gélifiant', 'e401', 'stabilisant', 'e450', 'colorants', 'e101', 'e160b', 'arômes', 'huile de tournesol', 'oeuf entier', ""d'élevage au sol"", 'margarine végétale', 'huile de palme', 'huile de colza', 'eau', 'émulsifiant', 'e471', 'glucose', 'levure', 'sucre', 'protéine de blé', 'sel de cuisine iodé', 'lactose', ""blanc d'oeuf en poudre"", ""d'élevage au sol"", 'amidon de blé', 'émulsifiants', 'e472e', 'lécithine de colza et 471', 'arômes', 'poudres à lever', 'e450', 'e500', 'e341', 'graisse de palme', 'fibres alimentaires végétales', 'pommes de terre', 'petits pois', 'psyllium', ""farine de malt d'orge"", 'épaississant', 'e466', 'acide ascorbique']",Migros Creme Berliner
12780,69.0,439.0,15.0,6.0,7613269458449,"['farine de blé', 'préparation aux multifruits', 'sucre', 'glucose', 'purée de pomme', 'avec acidifiant', 'acide citrique', 'eau', 'jus de pruneaux à base de concentré', 'jus de cerises à base de concentré', 'purée de framboises à base de concentré', 'jus de citron concentré', 'gélifiant', 'pectine', 'concentré de fruit colorant', 'sureau', 'sirop de sucre inverti', 'arômes naturels', 'margarine végétale', 'huile de palme', 'huile de colza', 'eau', 'émulsifiant', 'e 471', 'sucre', 'glucose', 'protéine de blé', 'oeuf entier en poudre', ""d'élevage au sol"", 'amidon de blé', 'poudres à lever', 'e 500', 'e 450', ""farine de malt d'orge"", 'sel de cuisine', 'graisse de palme', 'arômes naturels']",Migros Spitzbuben
12781,52.0,584.0,39.0,6.0,7610849671793,"['sucre', 'beurre de cacao', 'lait entier en poudre', 'graisses de coco', 'cacao en pâte', 'lait écrémé en poudre', 'émulsifiant', 'e 322 de soja', 'arôme naturel']",Coop Schokokugeln
12782,4.9,28.0,0.1,0.7,7610800001294,"['salsifis', 'eau', 'sel de cuisine', 'acidifiant', 'e 330', 'antioxydant', 'e 300']",Coop Schwarzwurzeln geschnitten
12783,80.0,384.0,1.5,11.0,7610200257338,"['riz', 'blé intégral', 'sucre', 'gluten de blé', 'lait écrémé en poudre', 'extrait de malt d’orge', 'sel de cuisine', 'diphosphate de fer', 'vitamines', 'niacine', 'acide pantothénique', 'thiamine', 'riboflavines', 'vitamine b6', 'acide folique', 'vitamine b12']",M-Classic Fit Flakes Nature
12784,67.0,500.0,21.0,10.0,7617400036503,"['sucre', 'farine de riz', 'huiles végétales', 'palme', 'colza', 'gluten', 'gluten de blé', 'arômes', 'poudre à lever', 'e 503', 'sel de cuisine', ""malt d'orge"", 'peut contenir du lait', 'des oeufs et des fruits à coque']",M-Budget Reisgebäck
